Date,Open,High,Low,Close,Volume,Adj Close
2013-10-22,6.42,6.64,6.38,6.43,20459200,6.43
2013-10-21,6.29,6.54,6.12,6.49,20718100,6.49
2013-10-18,6.16,6.37,6.08,6.30,13619400,6.30
2013-10-17,6.10,6.20,6.00,6.17,10394700,6.17
2013-10-16,6.35,6.35,6.04,6.10,14390100,6.10
2013-10-15,6.17,6.55,6.17,6.31,21742500,6.31
2013-10-14,6.00,6.16,5.95,6.15,10969900,6.15
2013-10-11,5.95,6.01,5.91,6.00,6235400,6.00
2013-10-10,5.96,6.03,5.93,5.93,6028500,5.93
2013-10-09,5.95,6.00,5.91,5.98,5299500,5.98
2013-10-08,5.89,6.03,5.83,5.98,6729200,5.98
2013-10-07,5.90,5.90,5.90,5.90,000,5.90
2013-10-04,5.90,5.90,5.90,5.90,000,5.90
2013-10-03,5.90,5.90,5.90,5.90,000,5.90
2013-10-02,5.90,5.90,5.90,5.90,000,5.90
2013-10-01,5.90,5.90,5.90,5.90,000,5.90
2013-09-30,5.89,5.96,5.85,5.90,4838000,5.90
2013-09-27,5.99,6.02,5.85,5.89,6250500,5.89
2013-09-26,6.10,6.11,5.95,6.02,7675700,6.02
2013-09-25,6.27,6.28,6.08,6.12,10036700,6.12
2013-09-24,6.22,6.28,6.16,6.26,10020800,6.26
2013-09-23,6.17,6.26,6.11,6.21,11740200,6.21
2013-09-20,6.20,6.20,6.20,6.20,000,6.20
2013-09-18,5.92,6.46,5.92,6.20,18503100,6.20
2013-09-17,6.12,6.19,5.90,5.92,8677800,5.92
2013-09-16,5.96,6.09,5.92,6.08,7589800,6.08
2013-09-13,6.03,6.03,5.91,5.97,5303600,5.97
2013-09-12,6.08,6.09,5.99,6.02,8684700,6.02
2013-09-11,6.07,6.16,6.01,6.09,12386600,6.09
2013-09-10,6.00,6.05,5.91,6.01,8971100,6.01
2013-09-09,6.00,6.10,5.91,6.02,9893200,6.02
2013-09-06,6.04,6.14,5.95,5.99,8368000,5.99
2013-09-05,5.90,6.10,5.81,6.04,12270200,6.04
2013-09-04,5.95,6.11,5.88,5.92,10597600,5.92
2013-09-03,5.84,6.05,5.82,5.97,11294500,5.97
2013-09-02,5.73,5.95,5.69,5.87,8238600,5.87
2013-08-30,5.81,5.87,5.65,5.71,7305000,5.71
2013-08-29,5.73,5.86,5.70,5.82,7637900,5.82
2013-08-28,5.72,5.82,5.68,5.76,5965000,5.76
2013-08-27,5.71,5.78,5.68,5.78,6114200,5.78
2013-08-26,5.54,5.73,5.54,5.67,5179000,5.67
2013-08-23,5.65,5.70,5.50,5.52,6259500,5.52
2013-08-22,5.66,5.72,5.62,5.64,3985000,5.64
2013-08-21,5.64,5.69,5.62,5.66,3700300,5.66
2013-08-20,5.72,5.75,5.60,5.64,5535400,5.64
2013-08-19,5.67,5.74,5.58,5.71,6017200,5.71
2013-08-16,5.88,5.97,5.67,5.71,11045000,5.71
2013-08-15,6.10,6.32,5.96,5.97,18534500,5.97
2013-08-14,5.89,6.04,5.85,5.95,10990800,5.95
2013-08-13,5.92,5.94,5.83,5.88,7549900,5.88
2013-08-12,5.79,5.92,5.77,5.90,9924500,5.90
2013-08-09,5.72,5.83,5.72,5.81,6294500,5.81
2013-08-08,5.78,5.86,5.71,5.74,7078900,5.74
2013-08-07,5.80,5.88,5.74,5.78,10088800,5.78
2013-08-06,5.80,5.83,5.69,5.78,7408800,5.78
2013-08-05,5.68,5.85,5.67,5.82,9126100,5.82
2013-08-02,5.68,5.83,5.64,5.73,7414900,5.73
2013-08-01,5.57,5.67,5.51,5.66,5519800,5.66
2013-07-31,5.61,5.71,5.54,5.55,4254900,5.55
2013-07-30,5.56,5.75,5.53,5.58,5505900,5.58
2013-07-29,5.56,5.61,5.48,5.51,4343100,5.51
2013-07-26,5.61,5.69,5.52,5.62,4417900,5.62
2013-07-25,5.65,5.79,5.49,5.65,10868600,5.65
2013-07-24,5.76,5.80,5.55,5.63,8667200,5.63
2013-07-23,5.63,5.83,5.60,5.76,7477700,5.76
2013-07-22,5.52,5.66,5.38,5.63,6717400,5.63
2013-07-19,5.98,5.99,5.56,5.58,11796100,5.58
2013-07-18,5.82,6.39,5.76,5.97,13717100,5.97
2013-07-17,5.97,6.05,5.83,5.84,13283100,5.84
2013-07-16,6.05,6.09,5.91,5.98,14808000,5.98
2013-07-15,6.10,6.18,5.99,6.05,26521700,6.05
2013-07-12,5.95,6.39,5.76,6.25,58207100,6.25
2013-07-11,5.81,5.81,5.81,5.81,3230000,5.81
2013-07-10,5.23,5.38,5.11,5.28,7523100,5.28
2013-07-09,5.22,5.30,5.09,5.22,5475200,5.22
2013-07-08,5.62,5.62,5.20,5.24,9023600,5.24
2013-07-05,5.72,5.79,5.63,5.69,7647300,5.69
2013-07-04,5.65,5.90,5.56,5.71,14841800,5.71
2013-07-03,5.68,5.86,5.52,5.70,25818300,5.70
2013-07-02,5.75,5.78,5.65,5.72,5092400,5.72
2013-07-01,5.68,5.78,5.64,5.77,6010200,5.77
2013-06-28,5.55,5.85,5.41,5.69,16748900,5.69
2013-06-27,5.72,5.83,5.45,5.60,8178700,5.60
2013-06-26,5.69,5.84,5.58,5.72,6505500,5.72
2013-06-25,5.57,5.74,5.18,5.65,23029900,5.65
2013-06-24,6.38,6.40,5.72,5.73,15671100,5.73
2013-06-21,6.40,6.45,6.30,6.36,8156700,6.36
2013-06-20,6.62,6.77,6.49,6.52,12932800,6.52
2013-06-19,6.74,6.82,6.44,6.74,22160000,6.74
2013-06-18,6.63,6.94,6.55,6.77,20679100,6.77
2013-06-17,6.76,6.82,6.58,6.63,11245500,6.63
2013-06-14,6.85,7.05,6.68,6.83,15684600,6.83
2013-06-13,6.82,6.89,6.50,6.88,18092400,6.88
2013-06-12,7.01,7.01,7.01,7.01,000,7.01
2013-06-11,7.01,7.01,7.01,7.01,000,7.01
2013-06-10,7.01,7.01,7.01,7.01,000,7.01
