Date,Open,High,Low,Close,Volume,Adj Close
2013-10-22,0.67,0.67,0.66,0.67,1135000,0.67
2013-10-21,0.66,0.67,0.66,0.67,2566800,0.67
2013-10-18,0.67,0.67,0.66,0.66,485700,0.66
2013-10-17,0.66,0.67,0.66,0.67,4102300,0.67
2013-10-16,0.67,0.67,0.65,0.66,2251100,0.66
2013-10-15,0.67,0.67,0.67,0.67,1537700,0.67
2013-10-14,0.67,0.67,0.67,0.67,1058600,0.67
2013-10-11,0.66,0.67,0.66,0.67,3129800,0.67
2013-10-10,0.66,0.67,0.65,0.66,2422600,0.66
2013-10-09,0.66,0.67,0.66,0.67,983200,0.67
2013-10-08,0.66,0.66,0.65,0.66,803600,0.66
2013-09-30,0.66,0.66,0.66,0.66,748400,0.66
2013-09-27,0.65,0.66,0.65,0.66,3675800,0.66
2013-09-26,0.66,0.66,0.65,0.66,2249900,0.66
2013-09-25,0.66,0.67,0.66,0.66,1159000,0.66
2013-09-24,0.67,0.67,0.66,0.67,625400,0.67
2013-09-23,0.67,0.68,0.67,0.67,711700,0.67
2013-09-18,0.67,0.67,0.66,0.67,482700,0.67
2013-09-17,0.69,0.69,0.67,0.67,1702600,0.67
2013-09-16,0.69,0.69,0.68,0.69,532900,0.69
2013-09-13,0.69,0.69,0.68,0.69,959100,0.69
2013-09-12,0.70,0.70,0.69,0.69,1923600,0.69
2013-09-11,0.69,0.71,0.68,0.70,3138300,0.70
2013-09-10,0.68,0.69,0.67,0.69,4855800,0.69
2013-09-09,0.66,0.68,0.66,0.68,3973600,0.68
2013-09-06,0.66,0.66,0.66,0.66,1810700,0.66
2013-09-05,0.67,0.67,0.66,0.66,707600,0.66
2013-09-04,0.67,0.68,0.66,0.67,1330800,0.67
2013-09-03,0.66,0.67,0.66,0.67,1122200,0.67
2013-09-02,0.66,0.67,0.65,0.67,673700,0.67
2013-08-30,0.67,0.67,0.65,0.66,1081100,0.66
2013-08-29,0.69,0.69,0.67,0.67,1428800,0.67
2013-08-28,0.66,0.69,0.66,0.68,9281300,0.68
2013-08-27,0.66,0.67,0.66,0.66,1222600,0.66
2013-08-26,0.65,0.66,0.64,0.66,712100,0.66
2013-08-23,0.66,0.66,0.63,0.65,2134300,0.65
2013-08-22,0.66,0.66,0.65,0.65,697400,0.65
2013-08-21,0.65,0.67,0.65,0.66,10007300,0.66
2013-08-20,0.65,0.67,0.65,0.66,599100,0.66
2013-08-19,0.66,0.67,0.65,0.67,1719100,0.67
2013-08-16,0.66,0.69,0.65,0.66,1443600,0.66
2013-08-15,0.67,0.67,0.66,0.66,842900,0.66
2013-08-14,0.67,0.68,0.67,0.67,2300000,0.67
2013-08-13,0.69,0.69,0.67,0.68,5962300,0.68
2013-08-12,0.66,0.69,0.64,0.69,10561400,0.69
2013-08-09,0.63,0.65,0.63,0.65,4307100,0.65
2013-08-08,0.63,0.64,0.63,0.63,302100,0.63
2013-08-07,0.63,0.64,0.63,0.64,1397300,0.64
2013-08-06,0.62,0.64,0.62,0.63,4345000,0.63
2013-08-05,0.62,0.63,0.62,0.62,1472200,0.62
2013-08-02,0.62,0.63,0.61,0.62,1153400,0.62
2013-08-01,0.61,0.62,0.61,0.62,1253700,0.62
2013-07-31,0.61,0.61,0.60,0.60,320000,0.60
2013-07-30,0.60,0.61,0.60,0.61,492600,0.61
2013-07-29,0.60,0.61,0.60,0.60,749200,0.60
2013-07-26,0.61,0.62,0.61,0.61,1266100,0.61
2013-07-25,0.61,0.62,0.61,0.61,452400,0.61
2013-07-24,0.62,0.62,0.61,0.62,627400,0.62
2013-07-23,0.62,0.63,0.62,0.62,2407600,0.62
2013-07-22,0.60,0.61,0.59,0.61,621600,0.61
2013-07-19,0.62,0.62,0.60,0.60,1565200,0.60
2013-07-18,0.62,0.63,0.61,0.62,1131700,0.62
2013-07-17,0.63,0.64,0.63,0.63,1360500,0.63
2013-07-16,0.63,0.64,0.63,0.64,846700,0.64
2013-07-15,0.64,0.65,0.63,0.64,872700,0.64
2013-07-12,0.65,0.65,0.64,0.64,1325100,0.64
2013-07-11,0.63,0.66,0.63,0.65,6446200,0.65
2013-07-10,0.60,0.63,0.60,0.62,4820900,0.62
2013-07-09,0.60,0.63,0.59,0.60,1203200,0.60
2013-07-08,0.61,0.61,0.60,0.60,745400,0.60
2013-07-05,0.63,0.63,0.62,0.63,663000,0.63
2013-07-04,0.60,0.64,0.60,0.63,3649800,0.63
2013-07-03,0.60,0.61,0.60,0.61,1248400,0.61
2013-07-02,0.62,0.62,0.61,0.61,973000,0.61
2013-07-01,0.61,0.62,0.60,0.62,617100,0.62
2013-06-28,0.60,0.62,0.60,0.62,749700,0.62
2013-06-27,0.60,0.62,0.60,0.60,1744200,0.60
2013-06-26,0.61,0.62,0.60,0.61,1355800,0.61
2013-06-25,0.65,0.65,0.58,0.62,2289500,0.62
2013-06-24,0.67,0.67,0.63,0.64,1812400,0.64
2013-06-21,0.68,0.68,0.67,0.68,415800,0.68
2013-06-20,0.70,0.70,0.68,0.68,1012900,0.68
2013-06-19,0.70,0.71,0.70,0.70,3114900,0.70
2013-06-18,0.72,0.72,0.71,0.71,395600,0.71
2013-06-17,0.72,0.72,0.71,0.71,576500,0.71
2013-06-14,0.72,0.72,0.71,0.72,1232500,0.72
2013-06-13,0.75,0.75,0.69,0.72,1159200,0.72
2013-06-07,0.76,0.76,0.75,0.75,873900,0.75
2013-06-06,0.77,0.77,0.76,0.76,1720500,0.76
2013-06-05,0.76,0.77,0.76,0.76,702300,0.76
2013-06-04,0.78,0.78,0.76,0.76,2861800,0.76
2013-06-03,0.77,0.78,0.77,0.77,894000,0.77
2013-05-31,0.78,0.79,0.77,0.78,3566200,0.78
2013-05-30,0.78,0.78,0.77,0.78,2004100,0.78
2013-05-29,0.79,0.79,0.77,0.78,1725500,0.78
2013-05-28,0.77,0.80,0.76,0.79,3579700,0.79
