Date,Open,High,Low,Close,Volume,Adj Close
2013-10-22,0.47,0.48,0.46,0.47,867200,0.47
2013-10-21,0.47,0.47,0.47,0.47,709100,0.47
2013-10-18,0.47,0.48,0.47,0.47,287900,0.47
2013-10-17,0.48,0.48,0.47,0.47,709500,0.47
2013-10-16,0.48,0.48,0.47,0.47,817200,0.47
2013-10-15,0.47,0.48,0.47,0.48,619100,0.48
2013-10-14,0.48,0.48,0.47,0.48,761500,0.48
2013-10-11,0.47,0.47,0.47,0.47,1102300,0.47
2013-10-10,0.47,0.47,0.46,0.46,557900,0.46
2013-10-09,0.47,0.47,0.46,0.47,636200,0.47
2013-10-08,0.47,0.47,0.46,0.47,569800,0.47
2013-10-07,0.46,0.46,0.46,0.46,000,0.46
2013-10-04,0.46,0.46,0.46,0.46,000,0.46
2013-10-03,0.46,0.46,0.46,0.46,000,0.46
2013-10-02,0.46,0.46,0.46,0.46,000,0.46
2013-10-01,0.46,0.46,0.46,0.46,000,0.46
2013-09-30,0.46,0.47,0.46,0.46,760200,0.46
2013-09-27,0.46,0.47,0.46,0.46,698000,0.46
2013-09-26,0.47,0.47,0.46,0.46,1255000,0.46
2013-09-25,0.48,0.48,0.47,0.47,1256300,0.47
2013-09-24,0.48,0.48,0.47,0.48,1258700,0.48
2013-09-23,0.48,0.48,0.47,0.48,1049700,0.48
2013-09-20,0.48,0.48,0.48,0.48,000,0.48
2013-09-18,0.47,0.48,0.47,0.48,627800,0.48
2013-09-17,0.48,0.48,0.47,0.47,746700,0.47
2013-09-16,0.49,0.49,0.48,0.48,625800,0.48
2013-09-13,0.50,0.50,0.48,0.49,1260100,0.49
2013-09-12,0.50,0.50,0.49,0.50,1052500,0.50
2013-09-11,0.50,0.50,0.49,0.50,1655300,0.50
2013-09-10,0.48,0.51,0.48,0.50,2506400,0.50
2013-09-09,0.49,0.49,0.48,0.49,1443900,0.49
2013-09-06,0.48,0.49,0.47,0.49,2051000,0.49
2013-09-05,0.47,0.48,0.47,0.48,574700,0.48
2013-09-04,0.48,0.48,0.47,0.48,992700,0.48
2013-09-03,0.47,0.47,0.47,0.47,664800,0.47
2013-09-02,0.48,0.48,0.47,0.47,1091500,0.47
2013-08-30,0.47,0.48,0.47,0.47,2226700,0.47
2013-08-29,0.47,0.48,0.46,0.47,1239400,0.47
2013-08-28,0.47,0.49,0.47,0.48,2540500,0.48
2013-08-27,0.47,0.48,0.46,0.47,3091300,0.47
2013-08-26,0.45,0.47,0.45,0.47,1416100,0.47
2013-08-23,0.46,0.46,0.45,0.45,754100,0.45
2013-08-22,0.46,0.46,0.46,0.46,466000,0.46
2013-08-21,0.46,0.46,0.46,0.46,319600,0.46
2013-08-20,0.46,0.47,0.46,0.46,787400,0.46
2013-08-19,0.46,0.46,0.46,0.46,276700,0.46
2013-08-16,0.46,0.47,0.45,0.46,824600,0.46
2013-08-15,0.46,0.46,0.46,0.46,481600,0.46
2013-08-14,0.46,0.47,0.46,0.46,505700,0.46
2013-08-13,0.46,0.46,0.46,0.46,372600,0.46
2013-08-12,0.46,0.46,0.45,0.46,595400,0.46
2013-08-09,0.46,0.46,0.45,0.45,364500,0.45
2013-08-08,0.45,0.46,0.45,0.46,425300,0.46
2013-08-07,0.46,0.46,0.45,0.45,355900,0.45
2013-08-06,0.45,0.46,0.45,0.46,367200,0.46
2013-08-05,0.45,0.46,0.45,0.46,608100,0.46
2013-08-02,0.45,0.46,0.45,0.45,552100,0.45
2013-08-01,0.45,0.45,0.45,0.45,291300,0.45
2013-07-31,0.44,0.45,0.44,0.45,110000,0.45
2013-07-30,0.44,0.45,0.44,0.45,229200,0.45
2013-07-29,0.45,0.45,0.44,0.45,202900,0.45
2013-07-26,0.45,0.45,0.45,0.45,147600,0.45
2013-07-25,0.46,0.46,0.45,0.45,325000,0.45
2013-07-24,0.45,0.46,0.44,0.46,673500,0.46
2013-07-23,0.44,0.45,0.44,0.45,548100,0.45
2013-07-22,0.45,0.45,0.44,0.44,408700,0.44
2013-07-19,0.45,0.46,0.45,0.45,240600,0.45
2013-07-18,0.45,0.46,0.45,0.46,290000,0.46
2013-07-17,0.46,0.46,0.45,0.45,379200,0.45
2013-07-16,0.46,0.46,0.45,0.46,337800,0.46
2013-07-15,0.45,0.46,0.45,0.46,584300,0.46
2013-07-12,0.46,0.46,0.45,0.45,427800,0.45
2013-07-11,0.45,0.46,0.45,0.46,1840700,0.46
2013-07-10,0.44,0.45,0.44,0.45,537200,0.45
2013-07-09,0.44,0.44,0.43,0.44,346300,0.44
2013-07-08,0.44,0.44,0.43,0.44,493700,0.44
2013-07-05,0.45,0.45,0.44,0.45,457200,0.45
2013-07-04,0.44,0.45,0.44,0.45,835500,0.45
2013-07-03,0.45,0.45,0.44,0.44,483100,0.44
2013-07-02,0.44,0.45,0.44,0.45,366700,0.45
2013-07-01,0.44,0.44,0.44,0.44,470600,0.44
2013-06-28,0.44,0.44,0.43,0.44,728500,0.44
2013-06-27,0.44,0.45,0.44,0.44,612400,0.44
2013-06-26,0.44,0.45,0.43,0.44,735800,0.44
2013-06-25,0.45,0.45,0.42,0.44,2018500,0.44
2013-06-24,0.48,0.48,0.45,0.45,1396600,0.45
2013-06-21,0.48,0.49,0.47,0.48,692100,0.48
2013-06-20,0.49,0.50,0.48,0.49,1441400,0.49
2013-06-19,0.49,0.49,0.48,0.49,669500,0.49
2013-06-18,0.49,0.50,0.49,0.49,201200,0.49
2013-06-17,0.49,0.50,0.49,0.49,280400,0.49
2013-06-14,0.50,0.50,0.49,0.50,437600,0.50
2013-06-13,0.50,0.50,0.49,0.49,776800,0.49
2013-06-12,0.51,0.51,0.51,0.51,000,0.51
2013-06-11,0.51,0.51,0.51,0.51,000,0.51
2013-06-10,0.51,0.51,0.51,0.51,000,0.51
2013-06-07,0.51,0.52,0.50,0.51,1067700,0.51
2013-06-06,0.51,0.52,0.51,0.51,513900,0.51
2013-06-05,0.51,0.52,0.51,0.52,643500,0.52
2013-06-04,0.52,0.52,0.51,0.51,904300,0.51
2013-06-03,0.52,0.52,0.52,0.52,881000,0.52
2013-05-31,0.52,0.53,0.52,0.52,966400,0.52
2013-05-30,0.53,0.53,0.52,0.52,697700,0.52
2013-05-29,0.53,0.53,0.53,0.53,846600,0.53
2013-05-28,0.53,0.53,0.52,0.53,1075400,0.53
2013-05-27,0.52,0.53,0.52,0.53,1623800,0.53
2013-05-24,0.51,0.52,0.51,0.52,520900,0.52
2013-05-23,0.52,0.52,0.51,0.51,910500,0.51
2013-05-22,0.52,0.53,0.52,0.52,1042300,0.52
2013-05-21,0.52,0.53,0.52,0.52,1148700,0.52
2013-05-20,0.52,0.52,0.51,0.52,1461300,0.52
2013-05-17,0.51,0.52,0.51,0.52,1273600,0.52
2013-05-16,0.51,0.52,0.51,0.51,2016900,0.51
2013-05-15,0.50,0.50,0.50,0.50,582400,0.50
2013-05-14,0.50,0.50,0.50,0.50,294400,0.50
2013-05-13,0.51,0.51,0.50,0.50,768500,0.50
2013-05-10,0.50,0.51,0.50,0.51,994800,0.51
2013-05-09,0.50,0.50,0.50,0.50,663100,0.50
2013-05-08,0.50,0.51,0.50,0.50,918500,0.50
2013-05-07,0.51,0.51,0.50,0.50,752300,0.50
2013-05-06,0.50,0.51,0.50,0.51,1420600,0.51
2013-05-03,0.49,0.50,0.49,0.50,1180600,0.50
2013-05-02,0.50,0.50,0.48,0.49,1175100,0.49
2013-05-01,0.50,0.50,0.50,0.50,000,0.50
2013-04-30,0.50,0.50,0.50,0.50,000,0.50
2013-04-29,0.50,0.50,0.50,0.50,000,0.50
2013-04-26,0.51,0.51,0.50,0.50,421300,0.50
2013-04-25,0.50,0.51,0.50,0.50,688600,0.50
2013-04-24,0.50,0.51,0.50,0.51,720700,0.51
2013-04-23,0.51,0.51,0.50,0.50,598900,0.50
2013-04-22,0.51,0.51,0.51,0.51,691500,0.51
2013-04-19,0.50,0.51,0.50,0.51,1078200,0.51
2013-04-18,0.50,0.50,0.49,0.50,415900,0.50
2013-04-17,0.49,0.50,0.49,0.50,455100,0.50
2013-04-16,0.49,0.50,0.48,0.49,608900,0.49
2013-04-15,0.50,0.51,0.48,0.49,1282100,0.49
2013-04-12,0.51,0.52,0.51,0.51,357700,0.51
2013-04-11,0.52,0.52,0.51,0.52,209400,0.52
2013-04-10,0.52,0.52,0.51,0.51,368400,0.51
2013-04-09,0.51,0.52,0.50,0.51,411600,0.51
2013-04-08,0.51,0.51,0.50,0.51,664700,0.51
2013-04-05,0.52,0.52,0.52,0.52,000,0.52
2013-04-04,0.52,0.52,0.52,0.52,000,0.52
2013-04-03,0.53,0.53,0.51,0.52,543800,0.52
2013-04-02,0.53,0.53,0.52,0.53,422500,0.53
2013-04-01,0.52,0.53,0.51,0.53,442500,0.53
2013-03-29,0.52,0.53,0.52,0.52,489600,0.52
2013-03-28,0.52,0.53,0.52,0.52,933900,0.52
2013-03-27,0.53,0.54,0.53,0.53,591300,0.53
2013-03-26,0.54,0.54,0.52,0.53,1688900,0.53
2013-03-25,0.55,0.55,0.55,0.55,463100,0.55
2013-03-22,0.55,0.56,0.54,0.55,776300,0.55
2013-03-21,0.55,0.56,0.55,0.55,966200,0.55
2013-03-20,0.54,0.55,0.54,0.55,1446200,0.55
2013-03-19,0.54,0.54,0.53,0.54,747500,0.54
2013-03-18,0.54,0.55,0.54,0.54,692600,0.54
2013-03-15,0.54,0.56,0.53,0.55,1471900,0.55
2013-03-14,0.54,0.54,0.53,0.54,673100,0.54
2013-03-13,0.54,0.55,0.53,0.54,1070400,0.54
2013-03-12,0.56,0.56,0.54,0.54,2813100,0.54
2013-03-11,0.56,0.57,0.56,0.56,1009000,0.56
2013-03-08,0.57,0.58,0.56,0.56,1282700,0.56
2013-03-07,0.58,0.58,0.56,0.57,1984000,0.57
2013-03-06,0.58,0.58,0.57,0.58,3082700,0.58
2013-03-05,0.56,0.58,0.56,0.58,3679200,0.58
2013-03-04,0.57,0.57,0.55,0.56,3337100,0.56
2013-03-01,0.57,0.59,0.57,0.58,6682600,0.58
2013-02-28,0.55,0.56,0.55,0.56,2214600,0.56
2013-02-27,0.55,0.55,0.54,0.55,774600,0.55
2013-02-26,0.54,0.56,0.54,0.54,1754600,0.54
2013-02-25,0.54,0.55,0.54,0.55,955800,0.55
2013-02-22,0.55,0.55,0.52,0.54,2140000,0.54
2013-02-21,0.56,0.56,0.54,0.55,2872600,0.55
